N°, Cur[mA], ADC2[Vol],Date, Time
5213,-55.00,207.00,20/7/2018,13:15:1,
5214,-54.20,207.00,20/7/2018,13:15:1,
5215,-244.80,206.00,20/7/2018,13:15:2,
5216,-59.30,206.00,20/7/2018,13:15:2,
5217,-54.20,206.00,20/7/2018,13:15:3,
5218,-55.40,206.00,20/7/2018,13:15:3,
5219,-52.70,205.00,20/7/2018,13:15:4,
5220,-57.80,206.00,20/7/2018,13:15:4,
5221,-58.60,205.00,20/7/2018,13:15:5,
5222,-56.10,205.00,20/7/2018,13:15:5,
5223,-53.60,204.67,20/7/2018,13:15:6,
5224,-53.80,205.00,20/7/2018,13:15:6,
5225,-62.10,205.00,20/7/2018,13:15:7,
5226,-51.30,204.00,20/7/2018,13:15:7,
5227,-55.10,205.00,20/7/2018,13:15:8,
5228,-60.20,204.00,20/7/2018,13:15:8,
5229,-55.40,204.00,20/7/2018,13:15:9,
5230,-53.30,204.00,20/7/2018,13:15:9,
5231,-52.30,204.00,20/7/2018,13:15:10,
5232,-54.00,204.00,20/7/2018,13:15:10,
5233,-56.10,204.00,20/7/2018,13:15:11,
5234,-51.10,204.00,20/7/2018,13:15:11,
5235,-51.90,204.00,20/7/2018,13:15:12,
5236,-51.80,204.00,20/7/2018,13:15:12,
5237,-51.80,204.00,20/7/2018,13:15:13,
5238,-50.90,204.00,20/7/2018,13:15:13,
5239,-57.10,204.00,20/7/2018,13:15:14,
5240,-50.20,204.00,20/7/2018,13:15:14,
5241,-53.90,204.00,20/7/2018,13:15:15,
5242,-53.60,204.00,20/7/2018,13:15:15,
5243,-51.80,204.00,20/7/2018,13:15:16,
5244,-52.20,204.67,20/7/2018,13:15:16,
5245,-52.40,204.33,20/7/2018,13:15:17,
5246,-55.20,205.00,20/7/2018,13:15:17,
5247,-52.20,205.00,20/7/2018,13:15:18,
5248,-50.40,206.00,20/7/2018,13:15:18,
5249,-50.30,205.67,20/7/2018,13:15:19,
5250,-53.70,206.00,20/7/2018,13:15:19,
5251,-52.10,206.33,20/7/2018,13:15:20,
5252,-53.40,207.00,20/7/2018,13:15:20,
5253,-51.20,207.00,20/7/2018,13:15:21,
5254,-51.20,207.33,20/7/2018,13:15:21,
5255,-53.30,207.33,20/7/2018,13:15:22,
5256,-50.60,207.00,20/7/2018,13:15:22,
5257,-53.50,207.33,20/7/2018,13:15:23,
5258,-50.60,207.67,20/7/2018,13:15:23,
5259,-53.20,207.00,20/7/2018,13:15:24,
5260,-53.10,207.00,20/7/2018,13:15:24,
5261,-51.60,207.67,20/7/2018,13:15:25,
5262,-50.70,208.00,20/7/2018,13:15:25,
5263,-59.30,207.67,20/7/2018,13:15:26,
5264,-49.10,207.67,20/7/2018,13:15:26,
5265,-48.20,208.00,20/7/2018,13:15:27,
5266,-50.60,207.00,20/7/2018,13:15:27,
5267,-50.50,207.00,20/7/2018,13:15:28,
5268,-53.00,207.67,20/7/2018,13:15:28,
5269,-53.50,208.00,20/7/2018,13:15:29,
5270,-51.00,207.00,20/7/2018,13:15:29,
5271,-51.10,207.33,20/7/2018,13:15:30,
5272,-52.90,207.67,20/7/2018,13:15:30,
5273,-50.60,207.00,20/7/2018,13:15:31,
5274,-50.80,207.00,20/7/2018,13:15:31,
5275,-49.80,207.33,20/7/2018,13:15:32,
5276,-51.10,207.33,20/7/2018,13:15:32,
5277,-49.70,207.00,20/7/2018,13:15:33,
5278,-50.50,207.00,20/7/2018,13:15:33,
5279,-54.10,207.00,20/7/2018,13:15:34,
5280,-53.10,207.00,20/7/2018,13:15:34,
5281,-58.10,207.00,20/7/2018,13:15:35,
5282,-52.40,207.00,20/7/2018,13:15:35,
5283,-54.20,207.00,20/7/2018,13:15:36,
5284,-51.70,206.67,20/7/2018,13:15:36,
5285,-53.20,207.00,20/7/2018,13:15:37,
5286,-51.90,207.00,20/7/2018,13:15:37,
5287,-52.90,207.33,20/7/2018,13:15:38,
5288,-56.70,207.00,20/7/2018,13:15:38,
5289,-53.60,207.00,20/7/2018,13:15:39,
5290,-52.30,207.33,20/7/2018,13:15:39,
5291,-56.00,207.00,20/7/2018,13:15:40,
5292,-52.90,207.00,20/7/2018,13:15:40,
5293,-50.60,207.33,20/7/2018,13:15:41,
5294,-53.30,208.00,20/7/2018,13:15:41,
5295,-50.60,207.33,20/7/2018,13:15:42,
5296,-53.80,207.67,20/7/2018,13:15:42,
5297,-50.70,208.00,20/7/2018,13:15:43,
5298,-51.30,207.67,20/7/2018,13:15:43,
5299,-51.80,207.67,20/7/2018,13:15:44,
5300,-54.10,208.00,20/7/2018,13:15:44,
5301,-51.80,208.00,20/7/2018,13:15:45,
5302,-49.70,207.67,20/7/2018,13:15:45,
5303,-56.30,208.00,20/7/2018,13:15:46,
5304,-53.50,208.00,20/7/2018,13:15:46,
5305,-55.40,207.67,20/7/2018,13:15:47,
5306,-51.60,208.00,20/7/2018,13:15:47,
5307,-50.70,208.00,20/7/2018,13:15:48,
5308,-52.60,208.00,20/7/2018,13:15:48,
5309,-51.60,208.00,20/7/2018,13:15:49,
5310,-51.20,208.00,20/7/2018,13:15:49,
5311,-58.30,208.00,20/7/2018,13:15:50,
5312,-52.80,208.00,20/7/2018,13:15:50,
5313,-51.40,208.00,20/7/2018,13:15:51,
5314,-52.70,208.00,20/7/2018,13:15:51,
5315,-52.30,208.00,20/7/2018,13:15:52,
5316,-53.50,208.00,20/7/2018,13:15:52,
5317,-54.70,208.00,20/7/2018,13:15:53,
5318,-45.70,208.00,20/7/2018,13:15:53,
5319,-50.10,208.00,20/7/2018,13:15:54,
5320,-53.50,208.00,20/7/2018,13:15:54,
5321,-53.30,208.00,20/7/2018,13:15:55,
5322,-53.60,208.00,20/7/2018,13:15:55,
5323,-49.70,208.00,20/7/2018,13:15:56,
5324,-50.20,208.00,20/7/2018,13:15:56,
5325,-51.40,208.00,20/7/2018,13:15:57,
5326,-50.80,208.00,20/7/2018,13:15:57,
5327,-51.60,208.00,20/7/2018,13:15:58,
5328,-53.40,208.00,20/7/2018,13:15:58,
5329,-53.60,208.00,20/7/2018,13:15:59,
5330,-54.30,208.00,20/7/2018,13:15:59,
5331,-58.80,208.00,20/7/2018,13:16:0,
5332,-50.00,209.00,20/7/2018,13:16:0,
5333,-50.90,208.00,20/7/2018,13:16:1,
5334,-53.10,210.00,20/7/2018,13:16:1,
5335,-53.00,208.00,20/7/2018,13:16:2,
5336,-53.00,208.00,20/7/2018,13:16:2,
5337,-53.10,207.33,20/7/2018,13:16:3,
5338,-58.90,208.00,20/7/2018,13:16:3,
5339,-53.10,208.00,20/7/2018,13:16:4,
5340,-55.20,208.00,20/7/2018,13:16:4,
5341,-53.60,208.00,20/7/2018,13:16:5,
5342,-50.90,208.00,20/7/2018,13:16:5,
5343,-54.00,208.00,20/7/2018,13:16:6,
5344,-52.70,208.00,20/7/2018,13:16:6,
5345,-50.00,207.67,20/7/2018,13:16:7,
5346,-53.20,208.00,20/7/2018,13:16:7,
5347,-50.90,208.00,20/7/2018,13:16:8,
5348,-50.80,207.33,20/7/2018,13:16:8,
5349,-53.60,207.67,20/7/2018,13:16:9,
5350,-51.20,208.00,20/7/2018,13:16:9,
5351,-58.60,208.00,20/7/2018,13:16:10,
5352,-53.30,207.67,20/7/2018,13:16:10,
5353,-53.90,207.67,20/7/2018,13:16:11,
5354,-53.30,207.33,20/7/2018,13:16:11,
5355,-53.50,204.00,20/7/2018,13:16:12,
5356,-52.70,206.00,20/7/2018,13:16:12,
5357,-50.70,208.67,20/7/2018,13:16:13,
5358,-54.90,211.00,20/7/2018,13:16:13,
5359,-53.60,210.67,20/7/2018,13:16:14,
5360,-53.00,209.67,20/7/2018,13:16:14,
5361,-52.80,208.67,20/7/2018,13:16:15,
5362,-50.20,207.00,20/7/2018,13:16:15,
5363,-58.30,206.00,20/7/2018,13:16:16,
5364,-51.00,206.00,20/7/2018,13:16:16,
5365,-55.30,205.67,20/7/2018,13:16:17,
5366,-51.20,204.67,20/7/2018,13:16:17,
5367,-52.20,205.00,20/7/2018,13:16:18,
5368,-52.60,204.67,20/7/2018,13:16:18,
5369,-52.30,204.00,20/7/2018,13:16:19,
5370,-56.80,204.00,20/7/2018,13:16:19,
5371,-52.10,204.00,20/7/2018,13:16:20,
5372,-53.90,204.33,20/7/2018,13:16:20,
5373,-54.00,204.00,20/7/2018,13:16:21,
5374,-50.60,204.00,20/7/2018,13:16:21,
5375,-52.70,204.67,20/7/2018,13:16:22,
5376,-46.80,203.00,20/7/2018,13:16:22,
5377,-53.10,203.67,20/7/2018,13:16:23,
5378,-52.30,203.67,20/7/2018,13:16:23,
5379,-50.20,204.00,20/7/2018,13:16:24,
5380,-52.70,203.67,20/7/2018,13:16:24,
5381,-53.90,204.00,20/7/2018,13:16:25,
5382,-49.40,204.00,20/7/2018,13:16:25,
5383,-53.30,204.00,20/7/2018,13:16:26,
5384,-58.20,204.00,20/7/2018,13:16:26,
5385,-50.40,204.00,20/7/2018,13:16:27,
5386,-50.00,204.00,20/7/2018,13:16:27,
5387,-51.90,204.00,20/7/2018,13:16:28,
5388,-50.30,204.00,20/7/2018,13:16:28,
5389,-58.10,204.00,20/7/2018,13:16:29,
5390,-52.30,204.00,20/7/2018,13:16:29,
5391,-49.90,204.00,20/7/2018,13:16:30,
5392,-50.10,203.67,20/7/2018,13:16:30,
5393,-52.10,204.00,20/7/2018,13:16:31,
5394,-53.00,204.00,20/7/2018,13:16:31,
5395,-56.70,204.00,20/7/2018,13:16:32,
5396,-49.30,203.67,20/7/2018,13:16:32,
5397,-49.50,204.00,20/7/2018,13:16:33,
5398,-49.50,204.00,20/7/2018,13:16:33,
5399,-53.90,204.00,20/7/2018,13:16:34,
5400,-49.10,204.00,20/7/2018,13:16:34,
5401,-49.50,204.00,20/7/2018,13:16:35,
5402,-52.70,204.00,20/7/2018,13:16:35,
5403,-58.20,204.00,20/7/2018,13:16:36,
5404,-54.60,204.00,20/7/2018,13:16:36,
5405,-52.70,204.00,20/7/2018,13:16:37,
5406,-49.10,204.00,20/7/2018,13:16:37,
5407,-49.30,204.00,20/7/2018,13:16:38,
5408,-54.80,204.00,20/7/2018,13:16:38,
5409,-55.00,204.00,20/7/2018,13:16:39,
5410,-49.90,204.00,20/7/2018,13:16:39,
5411,-49.70,204.00,20/7/2018,13:16:40,
5412,-49.40,204.00,20/7/2018,13:16:40,
5413,-51.60,204.00,20/7/2018,13:16:41,
5414,-49.90,204.00,20/7/2018,13:16:41,
5415,-49.90,204.00,20/7/2018,13:16:42,
5416,-58.40,204.00,20/7/2018,13:16:42,
5417,-51.80,204.00,20/7/2018,13:16:43,
5418,-51.40,204.00,20/7/2018,13:16:43,
5419,-52.20,204.00,20/7/2018,13:16:44,
5420,-52.40,204.00,20/7/2018,13:16:44,
5421,-43.90,204.00,20/7/2018,13:16:45,
5422,-49.20,204.00,20/7/2018,13:16:45,
5423,-52.10,204.00,20/7/2018,13:16:46,
5424,-49.80,204.00,20/7/2018,13:16:46,
5425,-53.40,204.00,20/7/2018,13:16:47,
5426,-52.00,204.00,20/7/2018,13:16:47,
5427,-48.30,204.00,20/7/2018,13:16:48,
5428,-50.20,204.00,20/7/2018,13:16:48,
5429,-50.30,204.00,20/7/2018,13:16:49,
5430,-54.50,204.00,20/7/2018,13:16:49,
5431,-57.50,204.00,20/7/2018,13:16:50,
5432,-49.60,204.00,20/7/2018,13:16:50,
5433,-49.60,204.00,20/7/2018,13:16:51,
5434,-50.70,204.00,20/7/2018,13:16:51,
5435,-54.80,204.00,20/7/2018,13:16:52,
5436,-56.40,204.00,20/7/2018,13:16:52,
5437,-50.10,204.00,20/7/2018,13:16:53,
5438,-57.60,204.00,20/7/2018,13:16:53,
5439,-49.90,204.00,20/7/2018,13:16:54,
5440,-50.70,203.33,20/7/2018,13:16:54,
5441,-50.20,204.00,20/7/2018,13:16:55,
5442,-50.90,204.00,20/7/2018,13:16:55,
5443,-49.60,204.00,20/7/2018,13:16:56,
5444,-51.70,200.00,20/7/2018,13:16:56,
5445,-53.20,204.00,20/7/2018,13:16:57,
5446,-53.80,205.00,20/7/2018,13:16:57,
5447,-52.00,205.00,20/7/2018,13:16:58,
5448,-53.40,206.00,20/7/2018,13:16:58,
5449,-51.30,205.00,20/7/2018,13:16:59,
5450,-53.30,204.00,20/7/2018,13:16:59,
5451,-53.50,204.00,20/7/2018,13:17:0,
5452,-44.90,204.00,20/7/2018,13:17:0,
5453,-51.20,204.00,20/7/2018,13:17:1,
5454,-50.20,204.00,20/7/2018,13:17:1,
5455,-51.20,204.67,20/7/2018,13:17:2,
5456,-50.60,203.00,20/7/2018,13:17:2,
5457,-52.20,203.67,20/7/2018,13:17:3,
5458,-49.40,204.00,20/7/2018,13:17:3,
5459,-52.70,204.00,20/7/2018,13:17:4,
5460,-52.60,204.00,20/7/2018,13:17:4,
5461,-49.40,204.00,20/7/2018,13:17:5,
5462,-50.50,204.00,20/7/2018,13:17:5,
5463,-52.20,204.00,20/7/2018,13:17:6,
5464,-50.30,204.00,20/7/2018,13:17:6,
5465,-50.00,204.00,20/7/2018,13:17:7,
5466,-53.90,204.00,20/7/2018,13:17:7,
5467,-50.50,204.00,20/7/2018,13:17:8,
5468,-49.90,204.00,20/7/2018,13:17:8,
5469,-52.70,204.00,20/7/2018,13:17:9,
5470,-52.50,204.00,20/7/2018,13:17:9,
5471,-52.50,204.00,20/7/2018,13:17:10,
5472,-52.10,204.00,20/7/2018,13:17:10,
5473,-50.10,204.00,20/7/2018,13:17:11,
5474,-53.40,204.00,20/7/2018,13:17:11,
5475,-49.90,204.00,20/7/2018,13:17:12,
5476,-51.90,204.00,20/7/2018,13:17:12,
5477,-53.30,204.00,20/7/2018,13:17:13,
5478,-57.40,204.00,20/7/2018,13:17:13,
5479,-52.50,204.00,20/7/2018,13:17:14,
5480,-58.40,204.00,20/7/2018,13:17:14,
5481,-50.30,204.00,20/7/2018,13:17:15,
5482,-52.80,204.00,20/7/2018,13:17:15,
5483,-56.90,204.00,20/7/2018,13:17:16,
5484,-52.50,204.00,20/7/2018,13:17:16,
5485,-49.70,204.00,20/7/2018,13:17:17,
5486,-50.20,204.00,20/7/2018,13:17:17,
5487,-49.30,204.00,20/7/2018,13:17:18,
5488,-50.10,204.00,20/7/2018,13:17:18,
5489,-52.40,204.00,20/7/2018,13:17:19,
5490,-54.10,204.00,20/7/2018,13:17:19,
5491,-57.40,204.00,20/7/2018,13:17:20,
5492,-49.00,204.00,20/7/2018,13:17:20,
5493,-52.10,204.00,20/7/2018,13:17:21,
5494,-49.90,204.00,20/7/2018,13:17:21,
5495,-55.60,204.00,20/7/2018,13:17:22,
5496,-52.80,204.00,20/7/2018,13:17:22,
5497,-50.90,204.00,20/7/2018,13:17:23,
5498,-55.70,204.00,20/7/2018,13:17:23,
5499,-52.50,204.00,20/7/2018,13:17:24,
5500,-57.20,204.00,20/7/2018,13:17:24,
5501,-53.80,204.00,20/7/2018,13:17:25,
5502,-53.70,204.00,20/7/2018,13:17:25,
5503,-44.40,204.00,20/7/2018,13:17:26,
5504,-49.60,204.00,20/7/2018,13:17:26,
5505,-52.00,204.00,20/7/2018,13:17:27,
5506,-50.80,204.00,20/7/2018,13:17:27,
5507,-49.50,204.00,20/7/2018,13:17:28,
5508,-52.40,204.00,20/7/2018,13:17:28,
5509,-55.20,204.00,20/7/2018,13:17:29,
5510,-52.50,204.00,20/7/2018,13:17:29,
5511,-52.40,204.00,20/7/2018,13:17:30,
5512,-52.60,204.00,20/7/2018,13:17:30,
5513,-52.70,204.00,20/7/2018,13:17:31,
5514,-52.10,204.00,20/7/2018,13:17:31,
5515,-52.10,204.00,20/7/2018,13:17:32,
5516,-52.60,204.00,20/7/2018,13:17:32,
5517,-49.70,204.00,20/7/2018,13:17:33,
5518,-49.20,204.33,20/7/2018,13:17:33,
5519,-49.70,204.00,20/7/2018,13:17:34,
5520,-49.60,204.00,20/7/2018,13:17:34,
5521,-53.00,204.67,20/7/2018,13:17:35,
5522,-50.50,204.00,20/7/2018,13:17:35,
5523,-51.80,204.00,20/7/2018,13:17:36,
5524,-48.70,204.33,20/7/2018,13:17:36,
5525,-52.20,205.00,20/7/2018,13:17:37,
5526,-58.40,204.33,20/7/2018,13:17:37,
5527,-54.30,204.00,20/7/2018,13:17:38,
5528,-55.80,204.67,20/7/2018,13:17:38,
5529,-51.90,205.00,20/7/2018,13:17:39,
5530,-52.80,205.00,20/7/2018,13:17:39,
5531,-55.50,205.00,20/7/2018,13:17:40,
5532,-50.40,204.67,20/7/2018,13:17:40,
5533,-55.80,205.67,20/7/2018,13:17:41,
5534,-56.50,204.67,20/7/2018,13:17:41,
5535,-50.00,204.00,20/7/2018,13:17:42,
5536,-52.90,204.00,20/7/2018,13:17:42,
5537,-52.60,203.67,20/7/2018,13:17:43,
5538,-49.50,204.00,20/7/2018,13:17:43,
5539,-48.90,204.00,20/7/2018,13:17:44,
5540,-52.10,204.00,20/7/2018,13:17:44,
5541,-55.90,204.00,20/7/2018,13:17:45,
5542,-48.90,204.00,20/7/2018,13:17:45,
5543,-48.70,204.67,20/7/2018,13:17:46,
5544,-51.20,204.00,20/7/2018,13:17:46,
5545,-56.20,204.00,20/7/2018,13:17:47,
5546,-51.70,204.00,20/7/2018,13:17:47,
5547,-52.40,204.00,20/7/2018,13:17:48,
5548,-56.80,204.00,20/7/2018,13:17:48,
5549,-48.40,204.67,20/7/2018,13:17:49,
5550,-49.40,204.33,20/7/2018,13:17:49,
5551,-51.80,204.00,20/7/2018,13:17:50,
5552,-52.70,204.00,20/7/2018,13:17:50,
5553,-55.30,204.00,20/7/2018,13:17:51,
5554,-56.90,204.00,20/7/2018,13:17:51,
5555,-49.40,204.00,20/7/2018,13:17:52,
5556,-51.10,204.33,20/7/2018,13:17:52,
5557,-48.40,204.67,20/7/2018,13:17:53,
5558,-54.30,204.33,20/7/2018,13:17:53,
5559,-50.00,204.67,20/7/2018,13:17:54,
5560,-53.30,205.00,20/7/2018,13:17:54,
5561,-52.40,204.00,20/7/2018,13:17:55,
5562,-55.80,204.33,20/7/2018,13:17:55,
5563,-50.00,204.67,20/7/2018,13:17:56,
5564,-56.80,205.00,20/7/2018,13:17:56,
5565,-53.10,204.67,20/7/2018,13:17:57,
5566,-53.90,205.00,20/7/2018,13:17:57,
5567,-56.80,205.00,20/7/2018,13:17:58,
5568,-49.50,205.00,20/7/2018,13:17:58,
5569,-50.40,204.67,20/7/2018,13:17:59,
5570,-52.20,205.00,20/7/2018,13:17:59,
5571,-49.40,205.00,20/7/2018,13:18:0,
5572,-54.70,205.00,20/7/2018,13:18:0,
5573,-49.20,205.00,20/7/2018,13:18:1,
5574,-53.90,205.00,20/7/2018,13:18:1,
5575,-51.40,205.00,20/7/2018,13:18:2,
5576,-53.50,205.00,20/7/2018,13:18:2,
5577,-49.60,205.00,20/7/2018,13:18:3,
5578,-56.20,205.00,20/7/2018,13:18:3,
5579,-49.10,204.67,20/7/2018,13:18:4,
5580,-49.20,205.00,20/7/2018,13:18:4,
5581,-52.50,205.33,20/7/2018,13:18:5,
5582,-53.90,205.67,20/7/2018,13:18:5,
5583,-48.90,205.00,20/7/2018,13:18:6,
5584,-49.60,205.33,20/7/2018,13:18:6,
5585,-49.30,206.00,20/7/2018,13:18:7,
5586,-54.00,205.67,20/7/2018,13:18:7,
5587,-48.70,206.00,20/7/2018,13:18:8,
5588,-51.30,206.00,20/7/2018,13:18:8,
5589,-51.80,206.67,20/7/2018,13:18:9,
5590,-55.50,206.00,20/7/2018,13:18:9,
5591,-52.30,206.67,20/7/2018,13:18:10,
5592,-59.60,207.00,20/7/2018,13:18:10,
5593,-51.90,206.67,20/7/2018,13:18:11,
5594,-55.60,207.00,20/7/2018,13:18:11,
5595,-49.10,207.33,20/7/2018,13:18:12,
5596,-54.70,207.67,20/7/2018,13:18:12,
5597,-52.30,207.00,20/7/2018,13:18:13,
5598,-49.20,207.33,20/7/2018,13:18:13,
5599,-48.30,208.00,20/7/2018,13:18:14,
5600,-51.10,208.00,20/7/2018,13:18:14,
5601,-51.60,208.00,20/7/2018,13:18:15,
5602,-54.30,208.00,20/7/2018,13:18:15,
5603,-50.30,208.00,20/7/2018,13:18:16,
5604,-43.50,208.00,20/7/2018,13:18:16,
5605,-52.20,208.00,20/7/2018,13:18:17,
5606,-51.10,208.00,20/7/2018,13:18:17,
5607,-49.00,208.00,20/7/2018,13:18:18,
5608,-51.70,208.00,20/7/2018,13:18:18,
5609,-50.80,208.00,20/7/2018,13:18:19,
5610,-52.20,208.00,20/7/2018,13:18:19,
5611,-51.80,208.00,20/7/2018,13:18:20,
5612,-49.60,208.00,20/7/2018,13:18:20,
5613,-54.50,207.00,20/7/2018,13:18:21,
5614,-48.50,207.00,20/7/2018,13:18:21,
5615,-49.60,207.00,20/7/2018,13:18:22,
5616,-51.60,207.00,20/7/2018,13:18:22,
5617,-54.30,206.00,20/7/2018,13:18:23,
5618,-56.00,206.00,20/7/2018,13:18:23,
5619,-48.30,206.00,20/7/2018,13:18:24,
5620,-49.60,205.00,20/7/2018,13:18:24,
5621,-51.40,205.00,20/7/2018,13:18:25,
5622,-49.10,205.00,20/7/2018,13:18:25,
5623,-50.20,204.33,20/7/2018,13:18:26,
5624,-51.30,204.00,20/7/2018,13:18:26,
5625,-59.10,204.00,20/7/2018,13:18:27,
5626,-49.50,204.00,20/7/2018,13:18:27,
5627,-52.30,204.00,20/7/2018,13:18:28,
5628,-51.80,204.00,20/7/2018,13:18:28,
5629,-51.30,204.00,20/7/2018,13:18:29,
5630,-51.50,204.33,20/7/2018,13:18:29,
5631,-52.70,205.00,20/7/2018,13:18:30,
5632,-54.40,205.67,20/7/2018,13:18:30,
5633,-49.30,205.33,20/7/2018,13:18:31,
5634,-50.50,205.67,20/7/2018,13:18:31,
5635,-49.70,206.33,20/7/2018,13:18:32,
5636,-51.60,206.33,20/7/2018,13:18:32,
5637,-53.70,206.67,20/7/2018,13:18:33,
5638,-44.10,207.00,20/7/2018,13:18:33,
5639,-49.00,207.33,20/7/2018,13:18:34,
5640,-50.80,207.00,20/7/2018,13:18:34,
5641,-48.10,207.67,20/7/2018,13:18:35,
5642,-51.30,208.00,20/7/2018,13:18:35,
5643,-48.40,208.00,20/7/2018,13:18:36,
5644,-54.20,208.00,20/7/2018,13:18:36,
5645,-48.80,208.67,20/7/2018,13:18:37,
5646,-51.00,209.00,20/7/2018,13:18:37,
5647,-43.30,208.00,20/7/2018,13:18:38,
5648,-49.60,208.00,20/7/2018,13:18:38,
5649,-48.50,208.00,20/7/2018,13:18:39,
5650,-49.70,208.00,20/7/2018,13:18:39,
5651,-51.60,208.00,20/7/2018,13:18:40,
5652,-52.00,208.00,20/7/2018,13:18:40,
5653,-51.00,208.00,20/7/2018,13:18:41,
5654,-49.20,208.00,20/7/2018,13:18:41,
5655,-48.90,207.00,20/7/2018,13:18:42,
5656,-51.00,207.00,20/7/2018,13:18:42,
5657,-50.90,207.00,20/7/2018,13:18:43,
5658,-51.30,206.00,20/7/2018,13:18:43,
5659,-51.30,206.00,20/7/2018,13:18:44,
5660,-48.40,205.00,20/7/2018,13:18:44,
5661,-53.40,205.00,20/7/2018,13:18:45,
5662,-53.10,205.00,20/7/2018,13:18:45,
5663,-54.20,204.33,20/7/2018,13:18:46,
5664,-51.00,204.00,20/7/2018,13:18:46,
5665,-48.90,204.00,20/7/2018,13:18:47,
5666,-51.20,204.00,20/7/2018,13:18:47,
5667,-49.10,204.00,20/7/2018,13:18:48,
5668,-49.50,204.00,20/7/2018,13:18:48,
5669,-49.00,204.67,20/7/2018,13:18:49,
5670,-51.50,205.00,20/7/2018,13:18:49,
5671,-49.60,206.00,20/7/2018,13:18:50,
5672,-49.30,206.00,20/7/2018,13:18:50,
5673,-49.50,206.67,20/7/2018,13:18:51,
5674,-52.00,207.00,20/7/2018,13:18:51,
5675,-49.00,207.00,20/7/2018,13:18:52,
5676,-50.80,208.00,20/7/2018,13:18:52,
5677,-46.80,208.00,20/7/2018,13:18:53,
5678,-51.80,208.00,20/7/2018,13:18:53,
5679,-49.10,208.00,20/7/2018,13:18:54,
5680,-53.50,208.00,20/7/2018,13:18:54,
5681,-50.90,208.00,20/7/2018,13:18:55,
5682,-49.90,208.00,20/7/2018,13:18:55,
5683,-48.40,208.00,20/7/2018,13:18:56,
5684,-53.10,208.00,20/7/2018,13:18:56,
5685,-50.70,207.00,20/7/2018,13:18:57,
5686,-51.20,207.00,20/7/2018,13:18:57,
5687,-49.80,207.00,20/7/2018,13:18:58,
5688,-53.60,206.00,20/7/2018,13:18:58,
5689,-53.10,206.00,20/7/2018,13:18:59,
5690,-50.80,206.00,20/7/2018,13:18:59,
5691,-56.90,205.00,20/7/2018,13:19:0,
5692,-44.50,205.00,20/7/2018,13:19:0,
5693,-49.60,205.00,20/7/2018,13:19:1,
5694,-49.10,204.00,20/7/2018,13:19:1,
5695,-48.60,204.00,20/7/2018,13:19:2,
5696,-49.00,204.00,20/7/2018,13:19:2,
5697,-51.80,204.00,20/7/2018,13:19:3,
5698,-48.30,204.00,20/7/2018,13:19:3,
5699,-51.90,204.67,20/7/2018,13:19:4,
5700,-50.70,204.67,20/7/2018,13:19:4,
5701,-51.70,205.33,20/7/2018,13:19:5,
5702,-52.00,206.00,20/7/2018,13:19:5,
5703,-51.30,207.00,20/7/2018,13:19:6,
5704,-48.60,206.67,20/7/2018,13:19:6,
5705,-51.30,207.00,20/7/2018,13:19:7,
5706,-51.00,208.00,20/7/2018,13:19:7,
5707,-51.30,208.00,20/7/2018,13:19:8,
5708,-55.70,208.00,20/7/2018,13:19:8,
5709,-49.00,208.00,20/7/2018,13:19:9,
5710,-50.70,208.00,20/7/2018,13:19:9,
5711,-54.90,208.00,20/7/2018,13:19:10,
5712,-51.90,208.00,20/7/2018,13:19:10,
5713,-50.90,208.00,20/7/2018,13:19:11,
5714,-50.90,208.00,20/7/2018,13:19:11,
5715,-48.30,207.00,20/7/2018,13:19:12,
5716,-48.90,207.00,20/7/2018,13:19:12,
5717,-48.80,206.00,20/7/2018,13:19:13,
5718,-50.80,206.00,20/7/2018,13:19:13,
5719,-49.70,206.00,20/7/2018,13:19:14,
5720,-51.60,205.00,20/7/2018,13:19:14,
5721,-49.00,205.00,20/7/2018,13:19:15,
5722,-51.90,205.00,20/7/2018,13:19:15,
5723,-50.90,204.00,20/7/2018,13:19:16,
5724,-49.40,204.00,20/7/2018,13:19:16,
5725,-44.20,204.00,20/7/2018,13:19:17,
5726,-50.40,204.00,20/7/2018,13:19:17,
5727,-50.40,204.00,20/7/2018,13:19:18,
5728,-54.30,204.00,20/7/2018,13:19:18,
5729,-57.90,204.00,20/7/2018,13:19:19,
5730,-48.70,204.33,20/7/2018,13:19:19,
5731,-53.40,205.00,20/7/2018,13:19:20,
5732,-48.60,204.67,20/7/2018,13:19:20,
5733,-54.10,205.00,20/7/2018,13:19:21,
5734,-51.30,206.00,20/7/2018,13:19:21,
5735,-52.20,206.67,20/7/2018,13:19:22,
5736,-49.10,206.67,20/7/2018,13:19:22,
5737,-52.40,207.00,20/7/2018,13:19:23,
5738,-52.70,207.67,20/7/2018,13:19:23,
5739,-54.00,207.00,20/7/2018,13:19:24,
5740,-51.00,207.67,20/7/2018,13:19:24,
5741,-49.20,208.33,20/7/2018,13:19:25,
5742,-48.90,208.00,20/7/2018,13:19:25,
5743,-48.80,208.00,20/7/2018,13:19:26,
5744,-49.00,208.00,20/7/2018,13:19:26,
5745,-53.10,208.00,20/7/2018,13:19:27,
5746,-49.10,208.00,20/7/2018,13:19:27,
5747,-51.00,208.00,20/7/2018,13:19:28,
5748,-51.90,208.00,20/7/2018,13:19:28,
5749,-50.50,208.00,20/7/2018,13:19:29,
