N°, Cur[mA], ADC2[Vol],Date, Time
14754,-35.40,211.00,20/7/2018,14:34:30,
14755,-36.40,211.00,20/7/2018,14:34:30,
14756,-36.00,211.00,20/7/2018,14:34:31,
14757,-34.10,211.00,20/7/2018,14:34:31,
14758,-32.90,211.00,20/7/2018,14:34:32,
14759,-33.10,211.00,20/7/2018,14:34:32,
14760,-34.60,211.00,20/7/2018,14:34:33,
14761,-33.80,211.00,20/7/2018,14:34:33,
14762,-40.60,211.00,20/7/2018,14:34:34,
14763,-31.80,211.00,20/7/2018,14:34:34,
14764,-33.40,211.00,20/7/2018,14:34:35,
14765,-34.90,211.00,20/7/2018,14:34:35,
14766,-41.40,211.00,20/7/2018,14:34:36,
14767,-35.10,211.00,20/7/2018,14:34:36,
14768,-35.50,211.00,20/7/2018,14:34:37,
14769,-36.50,210.00,20/7/2018,14:34:37,
14770,-35.10,210.00,20/7/2018,14:34:38,
14771,-35.70,210.00,20/7/2018,14:34:38,
14772,-39.90,210.00,20/7/2018,14:34:39,
14773,-36.70,209.00,20/7/2018,14:34:39,
14774,-34.90,210.00,20/7/2018,14:34:40,
14775,-33.00,209.00,20/7/2018,14:34:40,
14776,-33.40,209.00,20/7/2018,14:34:41,
14777,-34.10,209.00,20/7/2018,14:34:41,
14778,-35.80,209.00,20/7/2018,14:34:42,
14779,-31.70,209.00,20/7/2018,14:34:42,
14780,-35.10,208.00,20/7/2018,14:34:43,
14781,-41.30,209.00,20/7/2018,14:34:43,
14782,-36.30,209.00,20/7/2018,14:34:44,
14783,-34.20,208.00,20/7/2018,14:34:44,
14784,-35.20,208.00,20/7/2018,14:34:45,
14785,-32.20,208.00,20/7/2018,14:34:45,
14786,-34.80,208.00,20/7/2018,14:34:46,
14787,-37.30,208.00,20/7/2018,14:34:46,
14788,-35.10,208.00,20/7/2018,14:34:47,
14789,-34.80,208.00,20/7/2018,14:34:47,
14790,-35.60,207.00,20/7/2018,14:34:48,
14791,-31.80,207.00,20/7/2018,14:34:48,
14792,-33.00,207.00,20/7/2018,14:34:49,
14793,-34.60,207.00,20/7/2018,14:34:49,
14794,-33.50,207.00,20/7/2018,14:34:50,
14795,-37.30,207.00,20/7/2018,14:34:50,
14796,-33.30,207.00,20/7/2018,14:34:51,
14797,-41.90,207.00,20/7/2018,14:34:51,
14798,-33.50,207.00,20/7/2018,14:34:52,
14799,-35.60,207.00,20/7/2018,14:34:52,
14800,-38.10,207.00,20/7/2018,14:34:53,
14801,-35.60,207.00,20/7/2018,14:34:53,
14802,-31.90,207.00,20/7/2018,14:34:54,
14803,-32.60,207.00,20/7/2018,14:34:54,
14804,-35.60,207.00,20/7/2018,14:34:55,
14805,-33.20,207.00,20/7/2018,14:34:55,
14806,-37.80,207.00,20/7/2018,14:34:56,
14807,-35.20,207.33,20/7/2018,14:34:56,
14808,-35.20,208.00,20/7/2018,14:34:57,
14809,-35.60,207.67,20/7/2018,14:34:57,
14810,-37.10,208.00,20/7/2018,14:34:58,
14811,-35.30,208.67,20/7/2018,14:34:58,
14812,-43.50,209.00,20/7/2018,14:34:59,
14813,-35.00,209.00,20/7/2018,14:34:59,
14814,-40.40,209.33,20/7/2018,14:35:0,
14815,-32.50,210.00,20/7/2018,14:35:0,
14816,-36.70,210.33,20/7/2018,14:35:1,
14817,-33.00,210.00,20/7/2018,14:35:1,
14818,-37.40,210.67,20/7/2018,14:35:2,
14819,-32.70,211.00,20/7/2018,14:35:2,
14820,-35.30,211.00,20/7/2018,14:35:3,
14821,-39.00,211.00,20/7/2018,14:35:3,
14822,-36.00,211.00,20/7/2018,14:35:4,
14823,-40.50,211.00,20/7/2018,14:35:4,
14824,-33.10,211.00,20/7/2018,14:35:5,
14825,-36.10,211.00,20/7/2018,14:35:5,
14826,-36.00,210.00,20/7/2018,14:35:6,
14827,-33.00,210.33,20/7/2018,14:35:6,
14828,-34.00,210.00,20/7/2018,14:35:7,
14829,-33.30,209.00,20/7/2018,14:35:7,
14830,-33.10,209.00,20/7/2018,14:35:8,
14831,-40.60,209.00,20/7/2018,14:35:8,
14832,-34.40,208.00,20/7/2018,14:35:9,
14833,-37.00,208.00,20/7/2018,14:35:9,
14834,-35.20,208.00,20/7/2018,14:35:10,
14835,-34.10,207.00,20/7/2018,14:35:10,
14836,-35.30,207.00,20/7/2018,14:35:11,
14837,-39.70,207.00,20/7/2018,14:35:11,
14838,-35.60,207.00,20/7/2018,14:35:12,
14839,-35.20,207.00,20/7/2018,14:35:12,
14840,-33.50,207.00,20/7/2018,14:35:13,
14841,-32.90,207.00,20/7/2018,14:35:13,
14842,-35.50,207.00,20/7/2018,14:35:14,
14843,-35.40,207.67,20/7/2018,14:35:14,
14844,-35.40,208.33,20/7/2018,14:35:15,
14845,-41.10,208.00,20/7/2018,14:35:15,
14846,-33.10,209.00,20/7/2018,14:35:16,
14847,-38.40,209.67,20/7/2018,14:35:16,
14848,-40.20,210.00,20/7/2018,14:35:17,
14849,-36.30,210.00,20/7/2018,14:35:17,
14850,-36.00,210.67,20/7/2018,14:35:18,
14851,-41.20,211.00,20/7/2018,14:35:18,
14852,-40.70,211.00,20/7/2018,14:35:19,
14853,-35.20,211.00,20/7/2018,14:35:19,
14854,-35.70,211.00,20/7/2018,14:35:20,
14855,-35.70,211.00,20/7/2018,14:35:20,
14856,-27.90,211.00,20/7/2018,14:35:21,
14857,-35.60,211.00,20/7/2018,14:35:21,
14858,-35.80,210.00,20/7/2018,14:35:22,
14859,-42.00,210.00,20/7/2018,14:35:22,
14860,-36.00,210.00,20/7/2018,14:35:23,
14861,-35.90,209.00,20/7/2018,14:35:23,
14862,-31.50,209.00,20/7/2018,14:35:24,
14863,-34.10,209.00,20/7/2018,14:35:24,
14864,-37.40,208.00,20/7/2018,14:35:25,
14865,-35.30,208.00,20/7/2018,14:35:25,
14866,-35.20,208.00,20/7/2018,14:35:26,
14867,-44.10,208.00,20/7/2018,14:35:26,
14868,-35.70,207.00,20/7/2018,14:35:27,
14869,-42.60,207.00,20/7/2018,14:35:27,
14870,-33.40,207.00,20/7/2018,14:35:28,
14871,-35.30,207.00,20/7/2018,14:35:28,
14872,-36.20,207.00,20/7/2018,14:35:29,
14873,-38.10,207.00,20/7/2018,14:35:29,
14874,-37.80,207.00,20/7/2018,14:35:30,
14875,-34.60,207.00,20/7/2018,14:35:30,
14876,-41.60,207.00,20/7/2018,14:35:31,
14877,-35.60,207.00,20/7/2018,14:35:31,
14878,-35.60,207.00,20/7/2018,14:35:32,
14879,-36.20,207.67,20/7/2018,14:35:32,
14880,-32.90,208.00,20/7/2018,14:35:33,
14881,-35.00,208.00,20/7/2018,14:35:33,
14882,-32.40,208.00,20/7/2018,14:35:34,
14883,-33.00,208.67,20/7/2018,14:35:34,
14884,-32.40,208.67,20/7/2018,14:35:35,
14885,-33.50,209.00,20/7/2018,14:35:35,
14886,-37.50,209.67,20/7/2018,14:35:36,
14887,-36.00,210.00,20/7/2018,14:35:36,
14888,-34.80,210.00,20/7/2018,14:35:37,
14889,-34.20,210.33,20/7/2018,14:35:37,
14890,-39.10,211.00,20/7/2018,14:35:38,
14891,-31.90,210.67,20/7/2018,14:35:38,
14892,-32.10,211.00,20/7/2018,14:35:39,
14893,-32.10,211.00,20/7/2018,14:35:39,
14894,-32.30,211.00,20/7/2018,14:35:40,
14895,-35.50,211.00,20/7/2018,14:35:40,
14896,-34.20,211.00,20/7/2018,14:35:41,
14897,-33.10,211.00,20/7/2018,14:35:41,
14898,-34.80,211.00,20/7/2018,14:35:42,
14899,-38.10,211.00,20/7/2018,14:35:42,
14900,-37.90,210.00,20/7/2018,14:35:43,
14901,-36.40,210.00,20/7/2018,14:35:43,
14902,-34.70,210.00,20/7/2018,14:35:44,
14903,-39.40,209.00,20/7/2018,14:35:44,
14904,-34.50,208.67,20/7/2018,14:35:45,
14905,-35.70,209.00,20/7/2018,14:35:45,
14906,-40.90,208.00,20/7/2018,14:35:46,
14907,-32.50,208.00,20/7/2018,14:35:46,
14908,-38.50,207.00,20/7/2018,14:35:47,
14909,-33.00,208.00,20/7/2018,14:35:47,
14910,-33.10,207.00,20/7/2018,14:35:48,
14911,-32.80,207.00,20/7/2018,14:35:48,
14912,-39.30,207.00,20/7/2018,14:35:49,
14913,-32.40,207.00,20/7/2018,14:35:49,
14914,-33.00,207.00,20/7/2018,14:35:50,
14915,-35.00,207.00,20/7/2018,14:35:50,
14916,-29.00,207.00,20/7/2018,14:35:51,
14917,-32.90,207.00,20/7/2018,14:35:51,
14918,-32.60,207.33,20/7/2018,14:35:52,
14919,-35.00,208.00,20/7/2018,14:35:52,
14920,-41.80,207.67,20/7/2018,14:35:53,
14921,-34.80,208.00,20/7/2018,14:35:53,
14922,-33.60,208.67,20/7/2018,14:35:54,
14923,-34.70,208.33,20/7/2018,14:35:54,
14924,-32.70,209.00,20/7/2018,14:35:55,
14925,-32.40,209.33,20/7/2018,14:35:55,
14926,-38.30,210.00,20/7/2018,14:35:56,
14927,-36.00,209.67,20/7/2018,14:35:56,
14928,-35.80,210.00,20/7/2018,14:35:57,
14929,-35.60,210.67,20/7/2018,14:35:57,
14930,-33.90,210.33,20/7/2018,14:35:58,
14931,-36.70,211.00,20/7/2018,14:35:58,
14932,-31.40,211.00,20/7/2018,14:35:59,
14933,-33.70,211.00,20/7/2018,14:35:59,
14934,-33.00,211.00,20/7/2018,14:36:0,
14935,-36.00,211.00,20/7/2018,14:36:0,
14936,-34.20,211.00,20/7/2018,14:36:1,
14937,-34.90,211.00,20/7/2018,14:36:1,
14938,-35.20,210.00,20/7/2018,14:36:2,
14939,-35.80,209.00,20/7/2018,14:36:2,
14940,-35.40,209.00,20/7/2018,14:36:3,
14941,-28.00,209.00,20/7/2018,14:36:3,
14942,-37.40,208.00,20/7/2018,14:36:4,
14943,-38.20,208.00,20/7/2018,14:36:4,
14944,-33.00,207.00,20/7/2018,14:36:5,
14945,-40.20,207.00,20/7/2018,14:36:5,
14946,-35.70,207.00,20/7/2018,14:36:6,
14947,-36.40,207.00,20/7/2018,14:36:6,
14948,-35.60,207.00,20/7/2018,14:36:7,
14949,-38.80,207.00,20/7/2018,14:36:7,
14950,-35.60,207.00,20/7/2018,14:36:8,
14951,-35.00,207.33,20/7/2018,14:36:8,
14952,-37.00,207.33,20/7/2018,14:36:9,
14953,-33.00,208.00,20/7/2018,14:36:9,
14954,-36.20,208.67,20/7/2018,14:36:10,
14955,-34.90,208.33,20/7/2018,14:36:10,
14956,-32.80,209.00,20/7/2018,14:36:11,
14957,-34.90,209.67,20/7/2018,14:36:11,
14958,-31.20,210.33,20/7/2018,14:36:12,
14959,-31.80,210.00,20/7/2018,14:36:12,
14960,-33.40,210.67,20/7/2018,14:36:13,
14961,-34.90,211.00,20/7/2018,14:36:13,
14962,-34.60,211.00,20/7/2018,14:36:14,
14963,-35.10,211.00,20/7/2018,14:36:14,
14964,-38.50,211.00,20/7/2018,14:36:15,
14965,-41.00,211.00,20/7/2018,14:36:15,
14966,-32.60,211.00,20/7/2018,14:36:16,
14967,-38.60,211.00,20/7/2018,14:36:16,
14968,-32.60,210.00,20/7/2018,14:36:17,
14969,-35.50,210.00,20/7/2018,14:36:17,
14970,-33.20,210.00,20/7/2018,14:36:18,
14971,-36.90,209.00,20/7/2018,14:36:18,
14972,-35.20,208.00,20/7/2018,14:36:19,
14973,-34.90,208.00,20/7/2018,14:36:19,
14974,-33.20,208.00,20/7/2018,14:36:20,
14975,-35.00,207.00,20/7/2018,14:36:20,
14976,-32.90,207.00,20/7/2018,14:36:21,
14977,-34.90,207.00,20/7/2018,14:36:21,
14978,-34.60,207.00,20/7/2018,14:36:22,
14979,-32.70,207.00,20/7/2018,14:36:22,
14980,-37.60,207.00,20/7/2018,14:36:23,
14981,-36.30,207.00,20/7/2018,14:36:23,
14982,-30.40,207.00,20/7/2018,14:36:24,
14983,-35.00,207.67,20/7/2018,14:36:24,
14984,-35.70,207.33,20/7/2018,14:36:25,
14985,-32.40,208.00,20/7/2018,14:36:25,
14986,-34.40,208.67,20/7/2018,14:36:26,
14987,-32.30,208.33,20/7/2018,14:36:26,
14988,-36.90,209.00,20/7/2018,14:36:27,
14989,-36.10,209.67,20/7/2018,14:36:27,
14990,-35.90,210.00,20/7/2018,14:36:28,
14991,-39.60,210.00,20/7/2018,14:36:28,
14992,-35.10,210.67,20/7/2018,14:36:29,
14993,-33.60,211.00,20/7/2018,14:36:29,
14994,-37.20,211.00,20/7/2018,14:36:30,
14995,-42.20,211.00,20/7/2018,14:36:30,
14996,-35.30,211.00,20/7/2018,14:36:31,
14997,-34.50,211.00,20/7/2018,14:36:31,
14998,-35.10,211.00,20/7/2018,14:36:32,
14999,-35.30,211.00,20/7/2018,14:36:32,
15000,-33.50,210.00,20/7/2018,14:36:33,
15001,-32.70,210.00,20/7/2018,14:36:33,
15002,-35.70,209.00,20/7/2018,14:36:34,
15003,-32.90,209.00,20/7/2018,14:36:34,
15004,-34.60,208.00,20/7/2018,14:36:35,
15005,-36.60,208.00,20/7/2018,14:36:35,
15006,-37.40,208.00,20/7/2018,14:36:36,
15007,-34.40,207.00,20/7/2018,14:36:36,
15008,-41.00,207.00,20/7/2018,14:36:37,
15009,-33.30,207.00,20/7/2018,14:36:37,
15010,-33.20,207.00,20/7/2018,14:36:38,
15011,-41.10,207.00,20/7/2018,14:36:38,
15012,-33.10,207.00,20/7/2018,14:36:39,
15013,-34.40,207.00,20/7/2018,14:36:39,
15014,-35.60,207.00,20/7/2018,14:36:40,
15015,-34.60,207.67,20/7/2018,14:36:40,
15016,-39.90,207.67,20/7/2018,14:36:41,
15017,-35.10,208.00,20/7/2018,14:36:41,
15018,-31.80,208.67,20/7/2018,14:36:42,
15019,-32.70,208.33,20/7/2018,14:36:42,
15020,-35.50,209.00,20/7/2018,14:36:43,
15021,-34.60,209.67,20/7/2018,14:36:43,
15022,-32.70,210.00,20/7/2018,14:36:44,
15023,-35.80,210.00,20/7/2018,14:36:44,
15024,-36.50,210.67,20/7/2018,14:36:45,
15025,-39.10,211.00,20/7/2018,14:36:45,
15026,-34.90,211.00,20/7/2018,14:36:46,
15027,-35.10,211.00,20/7/2018,14:36:46,
15028,-32.90,211.00,20/7/2018,14:36:47,
15029,-34.10,211.00,20/7/2018,14:36:47,
15030,-32.70,211.00,20/7/2018,14:36:48,
15031,-32.70,211.00,20/7/2018,14:36:48,
15032,-35.20,211.00,20/7/2018,14:36:49,
15033,-35.10,211.00,20/7/2018,14:36:49,
15034,-35.10,210.00,20/7/2018,14:36:50,
15035,-32.80,210.00,20/7/2018,14:36:50,
15036,-35.60,209.00,20/7/2018,14:36:51,
15037,-35.60,209.00,20/7/2018,14:36:51,
15038,-32.40,209.00,20/7/2018,14:36:52,
15039,-32.30,208.00,20/7/2018,14:36:52,
15040,-35.30,208.00,20/7/2018,14:36:53,
15041,-40.50,208.00,20/7/2018,14:36:53,
15042,-35.00,208.00,20/7/2018,14:36:54,
15043,-34.60,207.00,20/7/2018,14:36:54,
15044,-34.90,207.00,20/7/2018,14:36:55,
15045,-33.40,207.00,20/7/2018,14:36:55,
15046,-41.40,207.00,20/7/2018,14:36:56,
15047,-35.40,207.00,20/7/2018,14:36:56,
15048,-36.10,207.00,20/7/2018,14:36:57,
15049,-35.40,207.00,20/7/2018,14:36:57,
15050,-38.50,207.00,20/7/2018,14:36:58,
15051,-35.50,207.00,20/7/2018,14:36:58,
15052,-36.20,207.00,20/7/2018,14:36:59,
15053,-35.40,207.67,20/7/2018,14:36:59,
15054,-30.70,208.00,20/7/2018,14:37:0,
15055,-32.50,208.00,20/7/2018,14:37:0,
15056,-37.70,208.33,20/7/2018,14:37:1,
15057,-38.10,209.00,20/7/2018,14:37:1,
15058,-33.40,208.67,20/7/2018,14:37:2,
15059,-34.90,209.00,20/7/2018,14:37:2,
15060,-34.50,209.67,20/7/2018,14:37:3,
15061,-32.20,210.33,20/7/2018,14:37:3,
15062,-37.90,210.00,20/7/2018,14:37:4,
15063,-32.70,210.67,20/7/2018,14:37:4,
15064,-32.10,211.00,20/7/2018,14:37:5,
15065,-27.20,211.00,20/7/2018,14:37:5,
15066,-41.50,211.00,20/7/2018,14:37:6,
15067,-37.20,211.00,20/7/2018,14:37:6,
15068,-35.00,211.00,20/7/2018,14:37:7,
15069,-31.40,211.00,20/7/2018,14:37:7,
15070,-35.50,211.00,20/7/2018,14:37:8,
15071,-35.40,210.00,20/7/2018,14:37:8,
15072,-34.50,210.00,20/7/2018,14:37:9,
15073,-39.50,210.00,20/7/2018,14:37:9,
15074,-34.90,210.00,20/7/2018,14:37:10,
15075,-34.90,209.00,20/7/2018,14:37:10,
15076,-40.00,209.00,20/7/2018,14:37:11,
15077,-38.30,209.00,20/7/2018,14:37:11,
15078,-34.50,209.00,20/7/2018,14:37:12,
15079,-35.10,208.00,20/7/2018,14:37:12,
15080,-33.40,208.00,20/7/2018,14:37:13,
15081,-32.30,208.00,20/7/2018,14:37:13,
15082,-32.20,207.00,20/7/2018,14:37:14,
15083,-32.60,208.00,20/7/2018,14:37:14,
15084,-33.20,207.00,20/7/2018,14:37:15,
15085,-35.10,207.00,20/7/2018,14:37:15,
15086,-35.20,207.00,20/7/2018,14:37:16,
15087,-33.70,207.00,20/7/2018,14:37:16,
15088,-34.90,207.00,20/7/2018,14:37:17,
15089,-31.90,207.00,20/7/2018,14:37:17,
15090,-35.50,207.00,20/7/2018,14:37:18,
15091,-32.20,207.00,20/7/2018,14:37:18,
15092,-33.30,207.00,20/7/2018,14:37:19,
15093,-33.60,207.67,20/7/2018,14:37:19,
15094,-35.30,207.33,20/7/2018,14:37:20,
15095,-36.40,207.67,20/7/2018,14:37:20,
15096,-32.70,208.00,20/7/2018,14:37:21,
15097,-34.20,207.67,20/7/2018,14:37:21,
15098,-39.60,208.00,20/7/2018,14:37:22,
15099,-31.20,208.67,20/7/2018,14:37:22,
15100,-32.40,209.00,20/7/2018,14:37:23,
15101,-34.20,209.00,20/7/2018,14:37:23,
15102,-32.80,209.00,20/7/2018,14:37:24,
15103,-33.60,209.67,20/7/2018,14:37:24,
15104,-35.70,210.00,20/7/2018,14:37:25,
15105,-31.50,209.67,20/7/2018,14:37:25,
15106,-36.80,210.00,20/7/2018,14:37:26,
15107,-32.80,210.00,20/7/2018,14:37:26,
15108,-38.50,210.00,20/7/2018,14:37:27,
15109,-33.50,210.00,20/7/2018,14:37:27,
15110,-33.00,210.67,20/7/2018,14:37:28,
15111,-27.60,211.00,20/7/2018,14:37:28,
15112,-36.20,210.67,20/7/2018,14:37:29,
15113,-41.50,211.00,20/7/2018,14:37:29,
15114,-35.30,211.00,20/7/2018,14:37:30,
15115,-34.70,210.67,20/7/2018,14:37:30,
15116,-40.90,211.00,20/7/2018,14:37:31,
15117,-33.30,211.00,20/7/2018,14:37:31,
15118,-35.20,211.00,20/7/2018,14:37:32,
15119,-35.40,211.00,20/7/2018,14:37:32,
15120,-35.80,211.00,20/7/2018,14:37:33,
15121,-33.30,211.00,20/7/2018,14:37:33,
15122,-35.60,211.00,20/7/2018,14:37:34,
15123,-35.70,211.00,20/7/2018,14:37:34,
15124,-35.20,211.00,20/7/2018,14:37:35,
15125,-34.50,211.00,20/7/2018,14:37:35,
15126,-32.70,211.00,20/7/2018,14:37:36,
15127,-33.20,211.00,20/7/2018,14:37:36,
15128,-32.90,211.00,20/7/2018,14:37:37,
15129,-39.40,211.00,20/7/2018,14:37:37,
15130,-34.90,211.00,20/7/2018,14:37:38,
15131,-33.80,211.00,20/7/2018,14:37:38,
15132,-33.90,211.00,20/7/2018,14:37:39,
15133,-37.80,211.00,20/7/2018,14:37:39,
15134,-35.10,211.00,20/7/2018,14:37:40,
15135,-35.70,211.00,20/7/2018,14:37:40,
15136,-34.30,210.00,20/7/2018,14:37:41,
15137,-35.40,210.00,20/7/2018,14:37:41,
15138,-35.60,210.00,20/7/2018,14:37:42,
15139,-35.80,209.00,20/7/2018,14:37:42,
15140,-36.60,209.00,20/7/2018,14:37:43,
15141,-32.70,209.00,20/7/2018,14:37:43,
15142,-35.00,208.00,20/7/2018,14:37:44,
15143,-31.70,208.00,20/7/2018,14:37:44,
15144,-33.60,208.00,20/7/2018,14:37:45,
15145,-35.10,208.00,20/7/2018,14:37:45,
15146,-39.30,207.00,20/7/2018,14:37:46,
15147,-39.70,207.00,20/7/2018,14:37:46,
15148,-32.20,207.00,20/7/2018,14:37:47,
15149,-34.60,207.00,20/7/2018,14:37:47,
15150,-33.00,207.00,20/7/2018,14:37:48,
15151,-36.30,207.00,20/7/2018,14:37:48,
15152,-35.00,207.00,20/7/2018,14:37:49,
15153,-31.70,207.00,20/7/2018,14:37:49,
15154,-37.70,207.00,20/7/2018,14:37:50,
15155,-40.50,207.00,20/7/2018,14:37:50,
15156,-35.40,207.67,20/7/2018,14:37:51,
15157,-32.10,208.00,20/7/2018,14:37:51,
15158,-35.70,208.00,20/7/2018,14:37:52,
15159,-34.80,208.33,20/7/2018,14:37:52,
15160,-32.40,209.00,20/7/2018,14:37:53,
15161,-33.90,209.00,20/7/2018,14:37:53,
15162,-34.90,209.33,20/7/2018,14:37:54,
15163,-35.60,210.00,20/7/2018,14:37:54,
15164,-32.70,210.67,20/7/2018,14:37:55,
15165,-35.20,210.33,20/7/2018,14:37:55,
15166,-32.00,211.00,20/7/2018,14:37:56,
15167,-35.40,211.00,20/7/2018,14:37:56,
15168,-40.70,211.00,20/7/2018,14:37:57,
15169,-40.70,211.00,20/7/2018,14:37:57,
15170,-32.40,211.00,20/7/2018,14:37:58,
15171,-35.60,211.00,20/7/2018,14:37:58,
15172,-35.00,211.00,20/7/2018,14:37:59,
15173,-35.60,211.00,20/7/2018,14:37:59,
15174,-32.70,211.00,20/7/2018,14:38:0,
15175,-33.20,210.00,20/7/2018,14:38:0,
15176,-33.00,210.00,20/7/2018,14:38:1,
15177,-28.50,209.00,20/7/2018,14:38:1,
15178,-35.00,209.00,20/7/2018,14:38:2,
15179,-35.70,209.00,20/7/2018,14:38:2,
15180,-34.90,209.00,20/7/2018,14:38:3,
15181,-41.40,208.00,20/7/2018,14:38:3,
15182,-40.60,208.00,20/7/2018,14:38:4,
15183,-35.60,208.00,20/7/2018,14:38:4,
15184,-33.40,207.00,20/7/2018,14:38:5,
15185,-32.90,207.00,20/7/2018,14:38:5,
15186,-33.20,207.00,20/7/2018,14:38:6,
15187,-38.10,207.00,20/7/2018,14:38:6,
15188,-32.00,207.00,20/7/2018,14:38:7,
15189,-35.00,207.00,20/7/2018,14:38:7,
15190,-35.60,207.00,20/7/2018,14:38:8,
15191,-33.10,207.67,20/7/2018,14:38:8,
15192,-35.10,208.00,20/7/2018,14:38:9,
15193,-32.30,208.00,20/7/2018,14:38:9,
15194,-32.50,208.67,20/7/2018,14:38:10,
15195,-32.70,209.00,20/7/2018,14:38:10,
15196,-36.60,209.67,20/7/2018,14:38:11,
15197,-33.00,209.00,20/7/2018,14:38:11,
15198,-32.10,209.67,20/7/2018,14:38:12,
15199,-32.90,210.00,20/7/2018,14:38:12,
15200,-32.90,210.33,20/7/2018,14:38:13,
15201,-35.00,210.00,20/7/2018,14:38:13,
15202,-35.10,210.00,20/7/2018,14:38:14,
15203,-35.40,210.33,20/7/2018,14:38:14,
15204,-36.00,210.00,20/7/2018,14:38:15,
15205,-37.50,210.33,20/7/2018,14:38:15,
15206,-33.70,211.00,20/7/2018,14:38:16,
15207,-38.10,211.00,20/7/2018,14:38:16,
15208,-35.30,210.67,20/7/2018,14:38:17,
15209,-32.80,211.00,20/7/2018,14:38:17,
15210,-32.50,211.00,20/7/2018,14:38:18,
15211,-32.70,211.00,20/7/2018,14:38:18,
15212,-37.60,211.00,20/7/2018,14:38:19,
15213,-32.10,211.00,20/7/2018,14:38:19,
15214,-37.80,211.00,20/7/2018,14:38:20,
15215,-32.70,211.00,20/7/2018,14:38:20,
15216,-34.80,211.00,20/7/2018,14:38:21,
15217,-35.20,211.00,20/7/2018,14:38:21,
15218,-34.90,211.00,20/7/2018,14:38:22,
15219,-33.60,211.00,20/7/2018,14:38:22,
15220,-33.60,211.00,20/7/2018,14:38:23,
15221,-35.20,211.00,20/7/2018,14:38:23,
15222,-36.20,211.00,20/7/2018,14:38:24,
15223,-36.40,211.00,20/7/2018,14:38:24,
15224,-37.90,211.00,20/7/2018,14:38:25,
15225,-41.00,211.00,20/7/2018,14:38:25,
15226,-33.60,211.00,20/7/2018,14:38:26,
15227,-34.10,211.00,20/7/2018,14:38:26,
15228,-34.40,211.00,20/7/2018,14:38:27,
15229,-34.90,211.00,20/7/2018,14:38:27,
15230,-37.80,211.00,20/7/2018,14:38:28,
15231,-32.90,211.00,20/7/2018,14:38:28,
15232,-37.40,211.00,20/7/2018,14:38:29,
15233,-37.90,210.67,20/7/2018,14:38:29,
15234,-36.00,211.00,20/7/2018,14:38:30,
15235,-33.10,211.00,20/7/2018,14:38:30,
15236,-35.70,210.33,20/7/2018,14:38:31,
15237,-35.50,210.67,20/7/2018,14:38:31,
15238,-35.30,210.67,20/7/2018,14:38:32,
15239,-32.20,211.00,20/7/2018,14:38:32,
15240,-35.50,210.00,20/7/2018,14:38:33,
15241,-34.90,210.00,20/7/2018,14:38:33,
15242,-35.20,210.00,20/7/2018,14:38:34,
15243,-33.30,209.67,20/7/2018,14:38:34,
15244,-36.50,210.00,20/7/2018,14:38:35,
15245,-33.00,210.00,20/7/2018,14:38:35,
15246,-35.40,210.00,20/7/2018,14:38:36,
15247,-33.20,209.67,20/7/2018,14:38:36,
15248,-35.20,210.00,20/7/2018,14:38:37,
15249,-33.10,210.00,20/7/2018,14:38:37,
15250,-41.40,209.67,20/7/2018,14:38:38,
15251,-41.10,210.00,20/7/2018,14:38:38,
15252,-32.50,210.00,20/7/2018,14:38:39,
15253,-35.50,210.33,20/7/2018,14:38:39,
15254,-39.40,210.00,20/7/2018,14:38:40,
15255,-35.30,210.00,20/7/2018,14:38:40,
15256,-42.10,210.33,20/7/2018,14:38:41,
15257,-35.30,210.00,20/7/2018,14:38:41,
15258,-33.00,210.00,20/7/2018,14:38:42,
15259,-35.00,210.33,20/7/2018,14:38:42,
15260,-35.20,211.00,20/7/2018,14:38:43,
15261,-31.90,210.33,20/7/2018,14:38:43,
15262,-32.10,210.67,20/7/2018,14:38:44,
15263,-35.30,211.00,20/7/2018,14:38:44,
15264,-33.70,211.00,20/7/2018,14:38:45,
15265,-33.60,211.00,20/7/2018,14:38:45,
15266,-40.50,211.00,20/7/2018,14:38:46,
15267,-37.50,211.00,20/7/2018,14:38:46,
15268,-31.50,211.00,20/7/2018,14:38:47,
15269,-33.70,211.00,20/7/2018,14:38:47,
15270,-35.10,211.00,20/7/2018,14:38:48,
15271,-41.20,211.00,20/7/2018,14:38:48,
15272,-34.00,211.00,20/7/2018,14:38:49,
15273,-34.70,211.00,20/7/2018,14:38:49,
15274,-35.40,211.00,20/7/2018,14:38:50,
15275,-35.60,211.00,20/7/2018,14:38:50,
15276,-35.10,211.00,20/7/2018,14:38:51,
15277,-37.90,211.00,20/7/2018,14:38:51,
15278,-32.40,211.00,20/7/2018,14:38:52,
15279,-35.10,211.00,20/7/2018,14:38:52,
15280,-35.00,211.00,20/7/2018,14:38:53,
15281,-32.50,211.00,20/7/2018,14:38:53,
15282,-38.20,211.00,20/7/2018,14:38:54,
15283,-35.20,211.00,20/7/2018,14:38:54,
15284,-35.70,211.00,20/7/2018,14:38:55,
15285,-36.30,211.00,20/7/2018,14:38:55,
15286,-35.50,211.00,20/7/2018,14:38:56,
15287,-38.80,211.00,20/7/2018,14:38:56,
15288,-32.70,211.00,20/7/2018,14:38:57,
15289,-35.60,211.00,20/7/2018,14:38:57,
15290,-33.40,211.00,20/7/2018,14:38:58,
